proposition,auteur,age
"Il faut donner la possibilité aux citoyens de destituer les représentants de l'état non élus (préfets, sénateurs, etc.)",Samuel,
"Il faut rendre les villes entièrement piétonnes les dimanches et jours fériés, c'est si agréable d'y entendre les oiseaux !",Rachel,
Il faut instaurer un quota carbone pour les appareils multimédias (droit à polluer),Antoine,25
"Il faut apprendre à cuisiner des produits frais, halte aux produits transformés, mauvais pour la planète et notre santé.",Françoise ,
Il faut arrêter la mondialisation et l'Europe des hommes d'affaires. Revenir aux produits faits en France.,pierre,64
"Il faut absolument continuer à exiger une économie locale pour tous les secteurs possibles ! maraîchers, textiles, fruitiers, etc ",Valerie,
Il faut interdire les pesticides,Claire,
Il faut réduire sa consommation de viande dont la production représente 15% des émissions CO2 à l’échelle mondiale. ,Yoann,27
Il faut favoriser la vente directe et les petites épiceries et boycotter les grandes surfaces !  ,Stéphanie,37
Il faut réinventer la démocratie pour permettre une participation des citoyens aux décisions plus fréquemment et pas pour le choix des élus ,Celine,
"Il faut que nos moyens de circulation ne polluent plus, que la production des véhicules ait une emprunte carbone faible",Annabelle,
"Il faut accepter de payer plus cher des produits locaux, pour favoriser les productions locales et diminuer leur équivalent carbone",Joël,
Il faut que plus aucune personne ne soit laissée sans logis.,Martina,
Il faut une analyse de cycle de vie de chaque produit sur le marché pour que le consommateur connaisse l'impact CO2 de sa consommation,Marie,
Il faut redémarrer toutes les manufactures et industries de France qui nous permettraient de ne plus être dépendants des autres nations.,Guy,65
Il faut donner de vrais leviers aux initiatives du terrain,Audrey,
"Il faut reprendre notre responsabilité vis-à-vis de notre santé, manger sainement,  penser juste, arrêter les médicaments à outrance!",Françoise,57
Il faut reprendre la main sur la monnaie. La BCE fabrique l'argent et le donne aux banques qui choisissent d'investir dans des domaines,sophie,63
"Il faut repenser la durée du travail pour dégager du temps pour l'initiative personnelle ou collective (associative, etc)",Marylène,
Il faut très rapidement réserver les subventions agricoles aux agriculteurs bio et aux agriculteurs de montagne,Dom,
"Il faut que tous les politiques et sortant ""grandes écoles"" fassent des stages de vraie vie : soignants, éboueurs, technicien de surface ...",Did,
Il faut empêcher les entreprises de délocaliser à l'étranger en créant une taxe ,Laurent,55
Il faut l'égalité d'accès aux services publics dans tout le territoire et ainsi éviter la désertification,MARGUERITE,
"Il faut que le travail, l'argent et la consommation redeviennent de simples moyens au service de l'émancipation de chaque individu.",Jean-Christophe,
Il faut recycler nos déchets organiques,Frédérique,
Il faut libéraliser les semences reproductibles,Hélène,
"Il faut une économie par l'utilité humaine : santé, arts, permaculture, énergie… Ne plus avoir à gagner sa vie mais simplement la réaliser.",Elisabeth,
"Il faut réglementer et assurer la pluralité (idéologie, lien avec des lobbys) des experts sur les plateaux de télévision",Artemus,
"Il faut favoriser une éducation genre fermes éducatives, maternelles en forêt afin d'apprendre dès l'enfance la différence et le respect",Fabienne,
Il faut imposer un étiquetage précis sur les produits (vêtements par exemple) pour que l'on est conscience de leur impact écologique.,Emilie,43
Il faut inclure la méditation en classe dès l'école primaire,Laetitia,
"Il faut réglementer le lobbyisme, en favorisant la plus grande transparence possible",Emile,
Il faut créer des jardins communautaires pour développer l'autonomie alimentaire,Cindy,
"Il faut redéfinir le contrat moral de la nation, former une assemblée constituante et ecrire une nouvelle constitution",mat,
Il faut éduquer aux conséquences de la production de certains produits pour réorienter nos consommations !,stephane,
Il faut donner plus à l'hôpital et mieux rémunérer les infirmières,denis,54
Il faut pouvoir acheter des fruits et légumes de France à prix plus abordable. ,Jerome,31
Il faut développer une société où l'argent n'est plus roi,Sylvia,58
Il faut taxer les produits emballés avec des matières non recyclables.,catherine,
"Il faut établir une relation nouvelle entre les entreprises, les territoires et leurs éco-systèmes. Nous les appellerons des ""Interpreneurs""",bruno,
"Il faut rendre prioritaire l'activité agricole, créer des surfaces agricoles dans le milieu urbain.  ",laurent,
Il faut arrêter progressivement d’acheter des produits venant de pays ou de régions lointaines avec les dommages en CO2 que cela crée,Hernan,
"Il faut que la police revienne au service du peuple et non à celui du Gouvernement (salaire, heures supplémentaires et respect !) ",Romain,28
Il faut que les candidats aux élections aient obligatoirement un volet vert écolo ,Fred,46
"Il faut nous limiter : revenu annuel maximum, taille des entreprises ...",Anne-France,
"Il faut que chacun accorde du temps, décompté de son temps de travail, pour aider les autres et prendre soin de la terre.",Gwenolène,53
"Il faut proposer une scolarité permettant aux enfants de développer leur libre arbitre, se sentir reconnus et utiles dans la société.",Gabriele,
Il faut que le coût de la réparation des dommages causés par les externalités négatives des entreprises soit intégré dans leurs charges,Jean-Pierre,
"Il faut aménager à grande échelles des espaces dans les villes pour favoriser les jardins communs, composts et récupérateur d’eau ",Felola,
Il faut que les médias arrêtent de faire de la surenchère d’informations anxiogènes.,gaëlle,
Il faut que les grandes orientations politiques soient validées par la population,sandrine,
Il faut que l'Etat français continue à avoir un rôle interventionniste notamment en matière de santé.,Alexandre,18
"Il faut éduquer les enfants dès la primaire à la culture du feedback positif, des remerciements, à l'empathie",benoit,
"Il faut limiter le plafond des revenus pour tous les êtres humains à une somme utile et raisonnable, le reste réinvesti pour la collectivité",Emmanuelle,56
"Il faut enseigner la cuisine, la couture, le bricolage... pour ne plus jeter.",Marielle,32
Il faut baisser la TVA sur les produits fabriqués en France,Chrystelle,
"Il faut opérer un grand nettoyage dans les dépenses de l'Etat (salaires des anciens présidents, nombre de sénateurs, véhicules...)",K-rola,
Il faut que l'interaction avec la nature fasse partie du programme scolaire,Marguerite,41
Il faut aider au développement de l'agriculture bio (aides de l'Etat) arrêt des pesticides et reboisement multi essences,Gisèle,
Il faut privilégier la coopération et l'intelligence collective au lieu de miser sur la compétition entre les individus,Brigitte,
Il faut favoriser par des incitations financières les entreprises au statut coopératif,Francis,
Il faut développer et imposer des solutions de récupération d’eau dans les constructions et chaussées ,Sylvie,54
"Il faut redéfinir le lien avec les banlieues, faire intervenir les architectes pour construire les logements de demain.",Igorsirocco,
"Il faut taxer les transactions financières pour financer la gratuité de l'accès à l'eau, la santé, l'éducation",Sylvie,
"Il faut développer l'alimentation végétale, meilleure pour la planète, les animaux et la santé (maladies, pandémies, etc). ",Caroline,
"Il faut mettre partout des armoires de dons (hormis vêtements, chaussures, livres)",CLAUDINE,
"Il faut valoriser le salaire des employés utiles à la société : infirmier(e)s, postier(e)s, routier(e)s, caissier(e)s, personnel de ménage. ",Edouard,
"Il faut interdire aux industries agroalimentaires de vendre de la malbouffe, afin d'enrayer l'obésité et les problèmes cardiovasculaires",sophie,50
Il faut arrêter définitivement d’importer de la viande ou du bétail pour protéger la planète et contribuer au bien-être animal,Philippe,
Il faut repenser la mondialisation avec la Chine. Nous y exportons 10 milliards et importons 20 milliards. Il faut plus taxer,Jean-Yves,
"Il faut protéger les plus fragiles : SDF, femmes battues, enfance en danger, handicapés avec des structures accueil et des pôles de suivi.",Sandrine,52
Il faut un revenu de base européen ou à défaut un smic européen,Alex,
"Il faut créer une plateforme efficace pour avoir accès à toutes les activités, services et productions autour de chez soi",Dominique,
Il faut vivre dans la coopération au lieu de survivre dans la compétition,La marquise,50
"Il faut redonner la notion de service public en tant que fondamental de la société, et ne reconstruire qu’avec ceux qui partagent.",Daniel,61
Il faut que chacun se change intérieurement (le changement profond commence par soi-même),Brigitte,
Il faut changer de paradigme sur le système des eaux usées qui sont déversées directement dans l'environnement sans traitement d'épuration  ,jean Marius ,68
Il faut réglementer les marges et spéculations des intermédiaires distributifs tels que la grande distribution.,Estelle,41
"Il faut interdire la finance spéculative, gangrène du système capitaliste, et favoriser la finance de l'économie réelle et locale",François-Xavier,
Il faut soutenir la permaculture,Claire,
"Il faut mettre en avant les acteurs de l’Économie Sociale et Solidaire, porteurs de solutions face aux défis éco-socio et environnementaux",Mathieu,
"Il faut reconnaître des droits aux animaux (droit de mourrir dans la dignité et le respect, etc.)",Rémi,33
